Time,Temperature,Temperature_0,Temperature_1,Temperature_2,heat C,heat B,heat A
1/15/2021 14:05:12.734,66.833522,67.066986,66.064719,66.584227,67.995074,68.399508,68.822023
1/15/2021 14:05:13.234,66.867402,67.096048,66.109385,66.616044,68.017347,68.407107,68.839479
1/15/2021 14:05:13.734,66.869576,67.107853,66.141149,66.697113,68.023462,68.417806,68.836422
1/15/2021 14:05:14.234,66.880997,67.120878,66.152113,66.657162,68.038546,68.428304,68.846232
1/15/2021 14:05:14.734,66.847843,67.109971,66.118954,66.638685,68.048439,68.433611,68.849933
1/15/2021 14:05:15.234,66.84647,67.095985,66.061153,66.649466,68.031525,68.441458,68.865116
1/15/2021 14:05:15.734,66.839713,67.086248,66.04912,66.530329,68.04819,68.436343,68.856792
1/15/2021 14:05:16.234,66.831082,67.07028,66.046451,66.504954,68.045114,68.440145,68.862656
1/15/2021 14:05:16.734,66.891858,67.041846,66.022139,66.48225,68.037491,68.461638,68.863745
1/15/2021 14:05:17.234,66.897135,67.032446,66.038198,66.457023,68.063361,68.455868,68.867146
1/15/2021 14:05:17.734,66.85436,67.055717,66.078449,66.460573,68.058345,68.460024,68.886431
1/15/2021 14:05:18.234,66.872489,67.068113,66.097958,66.478934,68.063218,68.458018,68.884883
1/15/2021 14:05:18.734,66.892627,67.10476,66.076812,66.490358,68.074615,68.458868,68.894445
1/15/2021 14:05:19.234,66.859445,67.091761,66.087435,66.4691,68.074567,68.482205,68.896231
1/15/2021 14:05:19.734,66.849911,67.059295,66.067118,66.415987,68.06093,68.457564,68.888098
1/15/2021 14:05:20.234,66.859134,67.070582,66.061893,66.451817,68.068563,68.473679,68.903065
1/15/2021 14:05:20.734,66.860018,67.07674,66.128607,66.440545,68.067474,68.48199,68.912522
1/15/2021 14:05:21.234,66.879863,67.080301,66.191348,66.497317,68.086661,68.486503,68.906948
1/15/2021 14:05:21.734,66.930464,67.090998,66.241498,66.494942,68.094939,68.502346,68.913849
